"cid","branch_amount_1","branch_amount_2","branch_amount_3","branch_amount_4","promo","days_clients","branches","promos_sent","promos_buys","prod_unit","flagret","buy_frecuency","state","county","mid","date_birth"
55641148051,0,0,162,0,17,684,1,9,1,27.95,0,342,"NY",113,242301,05/07/59
55641148206,0,0,83.99,0,2,206,1,1,0,107.54,0,206,"MD",209,884702,10/13/77
55641148253,0,0,233.94,38.48,4,173,2,1,1,26.78,1,19.22,"AL",352,889303,04/26/53
55641148433,0,0,157,0,9,634,1,8,1,28.37,0,634,"NY",138,523503,02/20/62
55641149063,0,0,209.93,0,14,462,2,7,0,35.79,0,115.5,"SC",296,395801,07/14/80
55641149456,0,0,816.98,0,18,691,1,10,4,20.29,0,98.71,"TX",775,285603,04/19/75
55641149885,0,0,440.87,0,11,509,1,8,1,17.26,0,254.5,"MI",483,742301,07/15/36
55641153192,0,112.05,461.68,0,17,507,2,10,2,6.31,1,101.4,"VA",241,1564202,03/08/69
55641153552,0,0,84,0,11,532,1,9,0,100,0,532,"CA",902,1299502,03/04/58
55641159107,0,0,728.98,95.71,15,537,2,9,3,39.59,0,76.71,"PA",191,1610702,03/17/75
55641159547,0,0,69.98,0,2,98,1,0,0,52,0,98,"RI",28,419302,01/05/49
55641162563,0,159.49,416.31,88.97,24,514,5,10,6,35.87,0,42.83,"IL",600,2117203,08/23/62
55641164510,0,0,7,169.96,14,530,2,9,2,37.43,0,176.66,"CO",802,419102,07/18/61
55641172081,424.79,0,12,0,10,496,2,6,0,29.02,0,496,"PA",186,1767201,10/18/31
55641177626,0,0,158,0,10,307,1,4,0,153.2,0,307,"FL",321,765302,10/30/38
55641179022,0,129.74,102.99,24.97,14,698,4,8,1,55.38,0,99.71,"NJ",74,1352601,11/01/33
55641179451,0,0,144.36,0,3,422,1,0,0,33.9,0,140.66,"PA",180,236203,08/04/84
55641185412,0,791.56,87.5,0,13,417,2,6,1,17.63,1,46.33,"CA",923,1833102,11/01/40
55641185885,0,0,83,0,18,557,1,10,1,54.53,0,557,"MD",206,70301,08/19/68
55641186222,0,117,176.3,0,14,448,2,6,1,18.95,0,224,"NY",148,2082101,08/29/49
55641187166,0,0,805.64,0,11,496,2,3,1,17.47,1,124,"NJ",74,1247501,11/14/73
55641187292,0,0,228.94,36.47,0,61,2,0,0,22.95,0,30.5,"CA",945,1407001,05/13/62
55641189687,89.96,0,41.99,0,2,240,2,0,0,28.59,0,80,"WI",543,692403,04/25/32
55641192623,0,0,49,0,5,356,1,0,0,100,0,356,"KS",667,1861902,05/21/71
55641194380,0,0,860.9,0,5,168,1,0,0,20.32,0,56,"MD",216,178201,"NA"
55641194953,0,12,431.99,0,8,305,2,3,0,19.26,0,76.25,"NY",115,353402,10/14/85
55641200362,0,114.95,473.77,78.95,12,341,4,5,2,22.51,0,68.2,"OH",441,253003,"NA"
55641202634,0,255.33,34.98,53.87,5,480,4,2,1,23.51,1,80,"OH",443,1352503,09/11/67
55641210453,0,288.47,208.71,0,19,419,2,7,1,31.98,0,209.5,"VA",220,1585201,"NA"
55641211612,0,624.74,58.2,0,2,119,2,0,0,27.01,0,23.8,"GA",309,953002,09/12/38
55641215191,0,14.99,101.29,0,15,392,2,5,0,38.21,0,196,"NY",134,1185202,06/18/72
55641215346,0,65.97,35.98,0,0,56,2,0,0,37.71,0,56,"FL",339,1144001,04/13/42
55641215720,0,325.87,24.5,24.49,16,607,3,9,4,42.83,0,86.71,"NH",37,1512401,01/31/64
55641215832,0,0,177,0,14,544,1,5,0,59.96,0,272,"KY",421,2090701,"NA"
55641221127,0,0,25,0,24,677,1,9,0,100,0,677,"FL",346,16602,02/09/54
55641225350,0,80.5,24.5,0,4,299,2,2,0,34.86,0,299,"NY",115,1813502,05/31/75
55641227903,0,294.01,1243.37,0,22,649,3,8,3,18.41,0,129.8,"FL",344,923001,07/24/70
55641228137,0,205.46,76.7,22.99,4,609,3,1,0,21.74,0,121.8,"MA",26,2015002,04/08/69
55641232075,0,5.99,68.97,0,0,424,2,0,0,59.69,0,424,"IN",475,2058701,"NA"
55641232424,0,97.95,283.41,0,1,89,2,0,0,24.18,0,29.66,"FL",339,1183102,02/28/68
55641237656,0,0,202.97,0,0,40,1,0,0,41.9,0,40,"NJ",70,1420203,04/11/52
55641239016,0,0,119,0,12,377,1,3,0,200,0,377,"LA",708,1377802,04/30/82
55641239704,28,3395.65,765.75,1177.83,13,586,16,9,7,14.35,1,21.7,"VA",239,1744801,04/29/61
55641239942,0,57.98,51.99,0,5,341,3,2,0,18.3,1,68.2,"MN",553,2057903,07/17/35
55641240005,0,279,35.99,0,13,355,2,6,2,79.23,0,118.33,"WI",545,986701,12/25/35
55641241017,0,248.97,53.99,0,5,425,2,2,1,33.18,0,106.25,"NM",879,344603,07/09/49
55641241785,285.29,0,65.49,0,1,358,2,0,0,21.19,0,59.66,"OK",740,883601,08/11/57
55641242526,0,111.22,64.49,92.95,18,693,3,10,2,49.45,0,173.25,"CA",926,632302,03/14/69
55641242537,0,310.28,494.11,0,18,344,3,10,4,15.38,0,57.33,"ME",44,1594203,02/02/49
55641246205,0,726.66,30.67,0,14,521,3,8,3,13.23,1,52.1,"PA",180,1306401,03/27/82
55641246692,0,0,155,0,17,396,1,7,1,53.16,0,396,"NY",112,1180602,07/23/31
55641246883,0,0,25,0,17,496,1,6,0,59.19,0,496,"CA",921,511502,12/20/31
55641246894,0,20.99,213.35,0,17,440,2,6,0,23.11,0,220,"CT",60,5401,03/23/49
55641249817,0,355.98,68,0,14,614,3,6,0,50.16,0,204.66,"TN",377,1249101,07/26/63
55641251122,0,0,139.25,0,20,545,1,10,2,42.49,0,181.66,"OH",440,993801,05/02/65
55641254510,0,295.96,181.75,0,13,701,3,10,4,19.35,1,87.62,"CO",816,747501,03/06/71
55641254903,0,0,347.19,0,7,657,2,4,0,29.87,0,219,"MN",554,898603,06/08/79
55641255375,0,662.22,500.18,0,17,480,3,9,4,25.06,0,96,"CO",803,1516603,10/07/59
55641256545,0,65.98,35.98,0,4,515,2,6,1,64.01,0,257.5,"CA",945,215602,"NA"
55641256941,0,140.74,176.99,0,16,363,2,8,1,23.48,1,90.75,"MN",562,1338301,01/27/72
55641260616,16.47,81.01,1650.4,0,18,667,5,6,3,21.57,0,55.58,"UT",840,119301,08/03/66
55641263453,0,336.97,198.5,0,14,630,3,6,1,17.73,0,126,"MA",13,1327103,08/13/40
55641263972,0,0,155.95,0,4,626,1,0,0,22.87,0,125.2,"MS",391,956102,10/13/64
55641264612,0,111.97,77.86,0,2,493,2,0,0,43.83,1,70.42,"CA",923,1657602,12/14/55
55641267110,0,163,26.99,0,4,581,2,1,0,49.47,1,116.2,"MD",207,608301,10/10/78
55641267392,0,104.97,132.17,0,4,244,3,0,0,22.76,0,61,"GA",302,1250002,05/13/68
55641267730,0,103.89,359,0,16,625,2,9,1,28.34,0,89.28,"NH",37,477901,03/17/89
55641267785,0,171.98,710.43,0,13,350,5,5,3,30.89,0,58.33,"NC",287,977701,"NA"
55641272226,0,0,14.99,0,4,184,1,1,0,100,0,184,"CO",801,1925803,03/26/82
55641273735,0,0,316,0,6,192,1,2,0,21.23,0,96,"VA",244,996303,08/31/81
55641277890,0,0,88,0,3,222,1,1,0,50.64,0,111,"SC",296,260002,"NA"
55641279214,0,0,103,0,10,631,1,5,0,68.7,0,631,"FL",320,148201,03/26/49
55641279586,0,245.45,211.98,12.98,15,453,5,9,0,26.07,0,75.5,"PA",154,1517501,05/22/54
55641279687,0,0,185.92,0,4,285,1,3,0,19.49,1,71.25,"TX",785,409803,09/07/44
55641279946,0,157,10,0,5,476,2,6,0,30.77,0,238,"OK",744,1943201,11/09/80
55641281013,0,103.96,26.98,0,9,629,2,4,0,16.25,1,157.25,"OH",442,1266403,04/17/59
55641281226,0,0,68,0,1,126,1,0,0,51.08,0,126,"NC",275,1099803,01/12/70
55641283927,0,0,95.49,0,4,599,1,4,0,86.67,0,599,"VT",54,596601,04/05/38
55641285817,0,0,136.45,0,4,417,1,4,0,32.67,0,417,"NJ",85,1507903,10/20/42
55641289936,0,748.24,183.78,0,5,372,2,2,0,8.61,1,46.5,"NY",146,1329903,02/09/57
55641295177,0,531.8,1933.85,0,20,677,3,8,3,14.52,1,84.62,"CA",928,1809602,09/08/80
55641295357,0,82.97,25,0,13,341,2,4,1,50.61,0,113.66,"CA",919,2022201,10/07/54
55641297135,0,0,1422.39,0,18,649,2,10,5,15.92,0,92.71,"NJ",88,739103,07/24/85
55641298431,0,97.76,38,0,0,580,2,0,0,37.63,1,290,"CT",64,1464102,"NA"
55641301252,0,261,30.49,0,5,374,3,4,0,24.58,1,124.66,"PA",196,949802,08/23/67
55641302703,0,0,201,229.88,23,700,3,7,1,16.41,0,140,"NC",287,663502,02/03/59
55641311310,0,298.5,51.75,0,4,156,2,1,0,31.61,1,78,"NJ",79,1730902,04/09/79
55641313200,0,178.95,124,0,8,488,2,3,0,42.05,0,122,"CT",65,1649502,07/01/32
55641313842,0,132.73,29.98,0,20,657,2,10,1,6.41,1,131.4,"IL",627,1134101,01/14/52
55641314515,0,143.99,12,0,16,679,3,9,1,26.48,0,226.33,"VA",242,331302,08/13/61
55641315945,0,899.07,411.68,72.47,19,286,5,8,4,8.65,1,16.82,"CA",931,2020802,01/13/39
55641315967,0,44,54.98,99.97,3,215,3,0,0,33.84,0,107.5,"VT",53,1083101,01/31/84
55641316416,0,0,709.13,0,18,700,2,8,6,14.54,1,58.33,"NC",275,1836301,09/13/54
55641318173,0,0,113.98,0,0,33,1,0,0,50.98,0,33,"NY",119,1689601,02/12/51
55641318421,0,0,70.49,0,11,647,1,7,0,39.76,1,323.5,"NY",117,344803,03/02/39
55641320996,0,103.99,164.99,0,13,269,3,5,1,73.45,0,67.25,"CA",960,1579503,09/17/59
55641321117,0,35.01,107.1,0,3,537,3,0,0,72.55,1,179,"NJ",88,1677502,01/03/38
55641321715,0,0,59.98,0,3,460,1,4,0,100,0,460,"MA",20,1210601,12/02/41
55641322370,0,93.36,1073.26,0,16,525,2,9,6,15.77,1,43.75,"OK",746,1324902,"NA"
55641322572,0,65.96,84.94,0,0,35,2,0,0,21.39,0,35,"IL",606,635302,02/15/31
55641322976,0,1268.32,226.57,0,14,678,5,8,4,12.91,0,33.9,"IL",600,1885001,02/15/53
55641324361,0,0,104.96,0,9,646,1,5,0,34.22,0,646,"NY",117,655503,08/29/45
55641325070,0,0,491.33,0,14,560,2,9,2,28.65,0,186.66,"VT",50,619001,11/24/58
55641325135,0,0,29,0,17,439,1,8,0,100,0,439,"MA",24,1185002,05/07/58
55641325517,0,32.98,397.5,0,12,645,3,7,1,27.18,1,129,"NY",105,1618402,06/26/89
55641326420,0,49.24,381.74,0,6,524,3,6,1,17.62,0,131,"OH",452,578702,05/11/49
55641326510,0,0,74.97,0,17,509,2,9,1,7.19,1,72.71,"MN",551,970403,11/23/31
55641326871,0,118.99,11.98,0,3,633,3,1,0,43.67,1,316.5,"OH",437,1874001,11/24/71
55641326893,0,88.99,39.5,0,7,347,3,4,0,29.07,0,173.5,"KY",403,1219002,06/25/82
55641327544,0,0,70.99,0,2,113,1,0,0,36.12,0,56.5,"CA",944,508401,04/04/79
55641328220,0,0,162.01,0,18,514,3,8,1,13.6,1,128.5,"PA",163,750101,04/16/44
55641328455,0,213.99,114.96,0,15,474,2,9,0,33.46,1,118.5,"VA",222,1832801,04/16/85
55641330470,0,205.34,1525.07,0,21,695,4,7,4,13.32,1,57.91,"FL",338,727002,08/24/50
55641330906,0,95.95,276.22,73.96,14,646,3,9,1,18.99,0,107.66,"NV",897,1513901,09/14/88
55641331402,0,0,87,0,7,659,1,4,0,27.35,1,329.5,"OH",442,1131503,05/21/60
55641333000,0,234.02,44.97,0,17,397,2,7,0,35.01,0,397,"IN",461,977001,05/26/68
55641334012,0,0,168.75,107.95,13,656,2,5,0,34.84,0,218.66,"NJ",70,2039603,08/14/81
55641334373,0,0,104.49,0,8,266,1,2,0,60.77,0,266,"CT",61,1524202,01/02/32
55641335417,0,29.99,5,67.16,3,317,3,0,0,27.21,0,158.5,"NJ",88,333602,02/15/31
55641335420,0,1507.98,342.29,0,18,568,9,9,6,16.83,1,16.7,"CA",928,1920801,03/06/85
55641336757,0,195.32,3915.91,44.98,26,695,6,11,11,12.16,1,22.41,"VT",50,167203,01/17/33
55641338085,0,391.95,39.29,0,16,428,3,9,2,32.51,1,53.5,"NJ",80,756403,05/25/59
55641338265,0,13.99,312.94,0,9,291,3,4,0,42.78,0,145.5,"NC",284,208901,11/03/57
55641338391,0,0,720.49,0,17,664,3,10,2,21.65,0,221.33,"PA",189,781002,04/17/79
55641339864,0,324.17,378.19,0,12,532,3,5,1,21.16,1,66.5,"MI",488,107801,03/26/69
55641340244,0,0,10.49,0,11,607,1,5,0,100,0,607,"ID",836,974402,07/02/32
55641342066,0,199.6,563.47,0,15,607,2,6,3,12.36,0,67.44,"NE",684,740203,08/10/51
55641343113,0,424.77,0.01,50.94,11,206,4,8,3,17.23,1,25.75,"CA",931,327902,02/10/74
55641343496,0,0,190.48,0,14,479,1,8,0,53.85,0,239.5,"NC",288,874201,01/12/49
55641344532,0,111.97,254.69,0,12,398,4,4,4,20.49,0,66.33,"NY",117,1595002,05/10/84
55641346152,0,334.37,1398.13,0,15,659,2,10,6,19.16,0,54.91,"NY",148,2106701,"NA"
55641346480,0,0,88.98,0,3,255,2,1,0,100,0,127.5,"FL",344,2135703,05/12/41
55641346501,0,4,530.85,0,21,504,3,9,1,17.63,0,126,"MD",210,1358503,05/31/79
55641347290,0,0,109.18,0,16,289,1,9,0,25.85,1,144.5,"AL",352,1669301,10/23/69
55641347942,0,41.98,87,0,0,75,2,0,0,57.41,0,75,"DE",199,817302,12/01/37
55641348042,0,0,112.48,0,12,351,1,5,0,37.77,0,351,"MA",24,1039002,07/29/41
55641349100,0,209.86,10,0,1,78,2,0,0,50.73,0,78,"CT",64,1167202,11/11/61
55641350685,0,742.92,28.76,0,6,663,4,2,0,23.05,0,73.66,"IN",467,869001,02/17/81
55641350742,0,29.98,481.17,0,19,541,4,9,1,12.08,1,45.08,"FL",331,1447001,05/01/73
55641358764,0,0,122,0,15,560,1,9,1,28.77,1,186.66,"NY",120,475401,04/25/56
55641361146,0,110.96,95.96,69.94,0,62,5,0,0,22.74,0,15.5,"FL",329,23103,05/21/82
55641361160,0,39,29.25,0,4,272,2,1,0,14.67,1,90.66,"NY",100,1779302,01/19/58
55641361193,0,131.48,181,0,4,250,2,2,0,40.69,0,250,"MI",492,633302,08/12/68
55641363263,0,0,635.91,0,16,576,2,9,3,20.78,1,64,"PA",163,2164102,"NA"
55641365593,0,18,164.98,0,3,531,2,1,0,31.9,0,177,"VA",240,1958902,11/03/62
55641365603,0,33.5,427.94,0,16,430,3,7,2,23.57,0,107.5,"KY",405,1204403,12/04/35
55641368642,0,16,66.99,0,1,364,2,0,0,40.13,0,182,"GA",306,1945302,10/05/61
55641369982,0,65.97,5,0,0,265,2,0,0,28.37,0,132.5,"WV",254,1128003,08/18/48
55641370193,0,7.5,134.75,0,2,263,2,1,0,75.45,0,131.5,"MA",24,2163501,10/19/55
55641373613,0,64.58,897.18,0,14,568,5,9,5,13.71,1,37.86,"TX",780,1032403,11/19/54
55641373952,123,0,437.25,0,21,676,2,10,2,25.46,0,169,"OH",452,850502,12/06/50
55641376630,0,0,1143.32,0,10,240,1,3,2,11.97,1,24,"VA",242,2109801,01/13/59
55641379882,0,626.43,34.99,24.99,3,251,3,1,1,30.39,0,35.85,"MD",208,1089501,03/07/60
55641380611,0,221.99,24,0,18,344,2,10,1,28.47,0,172,"CA",913,2137902,06/24/78
55641384550,0,96,622.46,0,13,344,2,8,6,21.51,1,38.22,"TX",770,726802,03/09/72
55641387056,0,0,124.96,0,2,649,1,0,0,29.91,0,324.5,"MI",481,1939101,11/01/41
55641387294,0,0,68,0,1,635,1,2,1,100,0,635,"NY",121,410003,06/10/61
55641390306,0,434,24.99,0,10,542,2,8,1,29.22,1,271,"PA",166,1622403,01/26/65
55641396777,0,0,85.99,0,2,529,1,4,0,51.73,0,529,"TX",788,655401,10/10/65
55641400692,0,218.56,218.2,0,15,697,4,9,1,22.89,0,232.33,"CA",915,739002,02/16/79
55641401365,0,49.74,69,0,2,685,2,2,0,37.41,0,342.5,"PA",169,1112802,07/14/87
55641401840,0,0,82.78,0,3,350,2,0,0,11.88,1,87.5,"IA",527,263101,06/17/59
55641402906,0,39.99,123.98,0,8,327,2,1,0,58.4,0,163.5,"CA",902,154801,06/10/39
55641406542,0,428.69,150.21,0,15,635,2,10,4,9.6,1,105.83,"NC",272,293701,06/07/42
55641406834,0,75.47,69.99,30.48,7,597,6,2,1,20.02,0,119.4,"MD",208,1386301,04/01/52
55641411773,0,0,79.99,11.98,3,334,2,1,0,28.64,1,111.33,"NC",276,1807803,03/20/72
55641413630,0,44.73,37.25,0,13,702,2,8,0,14.81,1,234,"WV",254,1508603,11/06/58
55641417746,0,156,73.99,0,4,547,2,1,0,62.28,0,182.33,"NH",38,1295101,05/07/74
55641424203,0,115.68,583.24,0,14,337,2,5,0,10.43,1,56.16,"CA",945,2153102,12/08/44
55641436354,0,390.98,136,0,13,677,3,7,4,33.06,1,96.71,"IA",505,629301,03/07/51
55641436466,0,58,68,0,0,581,2,0,0,50.31,0,581,"CA",920,1454502,09/22/68
55641436750,0,0,300.98,0,15,583,2,9,2,18.93,1,116.6,"NY",103,314503,03/05/60
55641442607,0,290.45,359.46,0,20,393,2,7,1,20.14,1,56.14,"ME",45,285201,05/01/68
55641443215,0,1406.6,49.47,0,20,510,4,11,6,14.85,0,31.87,"CA",950,778403,04/09/53
55641446470,0,91.99,615.91,0,13,469,2,4,0,46.39,0,93.8,"NY",114,212103,"NA"
55641449707,0,55.49,828.59,0,20,687,3,10,4,13.45,1,76.33,"NJ",70,739703,08/21/50
55641469532,0,383.99,85.99,0,14,512,2,9,3,16.81,0,73.14,"KS",672,700001,08/18/64
55641471241,0,0,167.98,0,4,417,2,2,0,40.26,0,208.5,"CA",941,728202,01/28/76
55641477993,0,272.98,274.99,0,14,398,3,6,1,27.14,0,132.66,"IN",462,141002,"NA"
55641482210,0,0,212.59,0,2,306,2,1,1,31.03,1,61.2,"NY",114,116903,01/01/75
55641484865,0,58,49,0,0,357,2,0,0,100,0,357,"VA",231,368202,"NA"
55641485202,0,0,354,0,13,585,1,9,1,23.15,0,292.5,"VA",222,1171402,04/07/39
55641485462,0,3265.01,874.14,0,14,386,2,6,2,15.29,0,29.69,"MI",487,1180901,10/11/71
55641490390,0,0,115.52,0,3,242,1,3,0,14.54,1,121,"PA",180,371101,09/16/41
55641492132,0,0,97.49,0,15,702,1,8,1,100,0,702,"TN",381,855002,"NA"
55641497173,0,604.31,5.14,0,16,676,2,8,4,20.41,1,169,"OR",978,232701,07/26/65
55641501481,0,0,187,0,19,607,2,9,1,54.97,0,303.5,"IL",610,760602,03/02/66
55641501885,0,49,47.02,0,5,301,3,2,0,71.2,1,75.25,"NY",103,141101,08/27/84
55641502954,0,43.5,266.24,0,15,344,2,6,0,26.92,0,344,"TX",752,1300603,02/19/41
55641504022,0,88,39.98,0,3,453,2,4,0,57.03,0,226.5,"NY",145,827501,06/09/79
55641505506,0,48,23.97,56.23,5,510,3,0,0,36.75,0,170,"TX",752,1448103,05/23/79
55641507692,0,0,197,0,11,285,1,4,0,68.04,0,285,"PA",182,1844003,06/29/88
55641508592,0,185.82,527.37,24.08,18,695,3,9,3,15.17,0,77.22,"NJ",80,846701,12/10/62
55641514067,0,330.2,142.18,0,5,205,2,2,0,13.25,0,205,"NY",147,918801,02/09/42
55641516227,0,0,138.98,0,9,332,1,4,0,59.62,0,166,"NJ",87,222503,07/18/60
55641525410,0,11.24,1366.14,0,19,696,2,10,6,39.27,1,69.6,"OH",436,982001,04/25/73
55641531754,0,300.98,39,0,5,271,2,2,0,41.8,1,67.75,"TX",782,814702,04/15/36
55641533464,0,0,168.99,0,3,260,1,1,0,44.14,0,130,"ME",42,2029701,"NA"
55641537583,0,0,212.72,0,21,688,1,9,2,44.29,0,172,"CT",60,1691502,12/17/47
55641543364,0,112.95,10.49,79.46,11,624,3,8,0,20.92,0,312,"CA",925,1045802,07/31/58
55641543782,0,49.99,191.9,0,4,250,2,0,0,23.24,0,83.33,"CA",941,713101,02/11/39
55641547605,0,0,68.99,0,11,635,1,6,1,50.72,1,158.75,"CA",947,877701,11/04/41
55641547854,0,44.98,266.46,0,14,486,2,8,0,100,0,162,"NC",286,1857502,12/07/61
55641548022,0,44,216.98,0,17,403,2,7,2,31.5,0,134.33,"NC",271,1638201,09/15/71
55641548134,0,30.76,1032.05,0,21,691,4,10,5,14.02,0,57.58,"IL",606,311101,07/10/66
55641548426,0,0,101,0,17,484,1,10,0,57.87,0,484,"PA",186,1668702,12/11/83
55641549351,0,38.98,282.47,0,6,238,2,2,0,22.17,1,119,"UT",846,812803,09/05/74
55641551507,0,0,823.91,0,14,286,1,3,2,15.52,1,35.75,"CA",954,965101,06/07/81
55641554906,0,0,77.98,0,2,101,1,0,0,100,0,50.5,"PA",191,1183401,09/17/38
55641556425,0,0,156.98,0,4,267,1,1,0,50.89,0,89,"OH",455,693201,01/24/50
55641557145,0,0,78.99,0,8,320,1,3,0,53.53,0,320,"PA",193,1232502,03/18/88
55641558935,0,98.59,1311.37,0,17,671,2,8,6,7.04,1,41.93,"CA",906,540601,04/08/63
55641559147,0,34.99,64.97,0,0,453,2,0,0,31.5,0,226.5,"MA",18,857903,11/10/51
55641559745,0,0,126.49,0,0,34,1,0,0,56.74,0,34,"VA",234,1332402,09/12/40
55641560994,0,260.59,372.64,0,18,677,2,10,5,18.72,1,84.62,"VA",201,1626803,02/14/35
55641563467,0,17.49,225.44,0,13,387,3,4,1,24.22,0,77.4,"NY",105,796301,10/06/85
55641564615,0,0,2249.93,0,21,551,2,9,7,21.74,1,36.73,"NY",146,2158703,06/23/89
55641567135,0,184.92,1388.4,0,23,679,3,9,5,9.75,1,28.29,"WI",545,1182202,06/18/65
55641568532,0,0,116,59.99,16,581,2,5,0,79.85,0,290.5,"CT",62,2106603,07/12/88
55641571095,0,0,211.95,0,3,131,1,1,1,45.33,0,65.5,"GA",306,543201,07/12/68
55641574313,0,0,73.98,0,4,348,1,0,0,55.27,0,174,"ME",46,314702,08/27/51
55641574807,0,40.5,404,0,17,542,3,8,2,23.9,1,180.66,"NH",30,899502,01/19/82
55641577770,0,0,633.91,77.97,15,551,2,9,1,27.92,0,110.2,"WI",538,846503,02/11/32
55641580581,0,256.99,7.5,0,13,246,2,5,0,42.83,1,123,"CA",941,703202,07/12/78
55641581726,0,1934.21,24.49,56.97,14,493,4,8,3,17.66,0,32.86,"NJ",70,637901,01/17/76
55641585160,0,424.95,119.99,0,13,558,2,7,1,19.34,0,186,"OH",441,235303,"NA"
55641585610,0,0,123,30.74,17,378,2,6,0,36.05,0,189,"NJ",80,1483203,08/11/80
55641587306,0,0,212,0,5,213,1,2,0,36.04,0,213,"PA",194,369202,11/18/78
55641589232,0,0,159.96,0,4,180,1,1,0,36.71,0,180,"MA",21,598801,12/20/49
55641589492,0,644.88,209.93,0,17,599,2,10,3,13.77,1,37.43,"CT",65,890203,03/10/58
55641590074,0,26,66.49,49.98,0,258,3,0,0,70.16,0,129,"OH",437,57203,01/28/52
55641590863,0,79,21.49,0,2,432,2,1,0,64.99,0,432,"OH",442,1178102,12/28/51
55641592630,0,0,128.49,0,8,342,1,3,0,65.91,0,114,"RI",29,1208103,04/29/61
55641594337,0,0,530.96,0,17,613,1,9,2,37.72,0,204.33,"PA",190,1752302,02/05/55
55641597116,0,343.14,152,0,0,129,2,0,0,35.87,1,43,"CT",68,573101,10/02/55
55641599097,0,23.99,865.3,67.21,28,694,8,9,6,3.05,1,25.7,"PA",190,1124001,10/27/71
55641602537,0,0,317.93,0,13,176,2,9,0,26.47,0,88,"OH",452,526002,11/09/74
55641608726,314.75,0,7.5,0,4,271,2,2,0,38.35,0,271,"CO",805,1019602,08/29/78
55641609244,0,236,66.49,108.93,18,363,5,6,1,15.38,0,72.6,"VA",236,584803,12/02/58
55641609536,0,0,178.49,1751.12,19,650,5,5,4,7.59,1,11.6,"NY",100,1621102,08/09/62
55641620595,0,0,173.5,0,3,271,1,2,0,53.43,0,271,"NC",274,1745603,01/31/72
55641627031,0,476.23,117.12,0,17,632,2,10,3,9.26,1,90.28,"VA",231,379002,09/16/31
55641632734,0,23.99,7.5,89.97,20,341,3,10,0,25.47,1,113.66,"MN",551,1588202,08/27/58
55641633634,0,0,93,0,0,30,1,0,0,100,0,30,"FL",331,374603,03/11/64
55641633793,0,0,76.49,0,3,281,1,2,0,84.44,0,281,"OK",730,951003,05/03/65
55641634307,0,0,122,0,7,160,2,1,0,100,0,80,"ME",39,630202,04/14/31
55641636097,0,38.18,155.98,0,8,443,4,4,1,47.72,0,110.75,"CT",68,1656403,02/04/89
55641638134,0,0,211.97,0,8,247,1,2,0,62.81,0,82.33,"CA",947,1482003,05/11/59
55641639823,0,0,81.74,0,19,587,1,10,1,54.04,0,587,"MA",24,836001,07/26/63
55641643556,0,39.99,67.99,0,3,131,2,0,0,41.16,0,131,"IL",614,1291803,07/03/62
55641647967,0,0,406,0,7,209,1,2,0,25.69,0,104.5,"NH",32,641901,10/03/81
55641648441,0,0,29.99,0,8,195,2,2,0,50,0,97.5,"OH",456,691901,06/10/51
55641650420,0,17.99,171.91,19.99,4,328,3,0,0,26.2,0,109.33,"MI",490,60502,11/11/74
55641651205,0,0,80.97,0,13,444,1,8,0,69.82,0,444,"CO",802,198502,10/04/85
55641652646,0,106,100.5,0,12,268,2,7,1,39.15,0,134,"FL",337,228502,06/21/49
55641652916,0,0,75.97,0,6,417,1,2,0,35.77,0,417,"MI",482,792202,11/29/77
55641653603,0,0,347.99,0,18,581,1,6,1,29.44,0,193.66,"CO",816,532703,"NA"
55641655696,0,0,88,0,6,172,1,1,0,100,0,172,"PA",150,224702,10/15/88
55641655764,0,0,393.86,0,3,607,1,0,0,46.4,0,607,"SC",299,597003,10/27/61
55641655980,0,47.53,414.45,0,18,675,2,9,2,22.45,1,67.5,"NV",894,1931003,03/03/72
55641658611,0,345.93,47,0,1,631,2,0,0,34.09,1,157.75,"MO",645,868601,05/11/52
55641659140,0,32.98,223.43,0,6,471,2,0,0,20.18,0,235.5,"DC",200,1538803,08/26/68
55641660317,0,0,93,0,17,520,1,9,1,93.86,0,520,"FL",342,617203,07/17/63
55641663312,0,124.19,17.99,0,5,113,2,1,0,85.96,0,113,"AL",365,2148801,"NA"
55641664021,0,0,83,0,6,176,2,1,0,50.18,0,176,"TX",761,1525101,05/14/81
55641665235,0,0,340.3,0,0,22,1,0,0,59.26,0,11,"TX",782,1927001,10/21/68
55641666337,0,0,177,0,7,190,1,2,0,55.55,0,190,"NY",138,584301,07/01/50
55641667510,0,0,295,0,20,466,1,10,1,45.61,0,233,"NE",681,861901,12/11/53
55641668962,0,73.2,93.47,0,10,362,3,2,0,3.42,1,120.66,"GA",305,947502,07/26/31
55641669015,0,0,766.25,0,1,622,1,0,0,24.45,0,155.5,"MI",482,1078802,11/30/41
55641670963,0,0,173.49,0,6,243,1,2,0,26.76,0,243,"CA",900,11603,09/24/50
55641673191,0,32.02,204.01,0,23,691,2,9,3,9.18,1,98.71,"NY",100,1186903,06/04/85
55641676341,0,0,124.99,0,6,225,1,1,0,73.11,0,112.5,"NJ",70,1763701,"NA"
55641681640,0,0,156.22,0,15,425,1,4,0,6.87,1,141.66,"MA",23,124001,07/15/58
55641682054,0,0,513.97,0,2,321,1,0,0,40.92,0,53.5,"MD",207,695001,12/22/87
55641684405,0,79.24,390.82,0,17,453,4,5,2,25.22,0,56.62,"MN",565,706402,07/17/78
