cid,month,amount,payment_type,channel,buy,class,coupons,items
55612853920,201805,129.69,0,0,1,1,1,1
55612909245,201805,104.76,1,0,1,1,1,1
55612911923,201805,147.31,0,0,1,1,1,1
55612928112,201805,120.67,0,0,1,1,1,1
55612940936,201805,186.2,0,1,1,1,1,1
55612951693,201805,42.43,0,0,1,1,1,1
55612964800,201805,115.62,0,0,1,1,1,1
55612968646,201805,264.4,0,0,1,1,1,1
55612971471,201805,16.29,1,0,1,1,1,1
55612972764,201805,39.26,0,0,1,1,1,1
55612976825,201805,373.42,0,0,1,1,1,1
55613010696,201805,145.56,0,0,1,1,1,1
55613019552,201805,97.76,0,0,1,1,1,1
55613029766,201805,265.49,0,0,1,1,1,1
55613036911,201805,40.89,0,0,1,1,1,1
55613043603,201805,42.5,0,0,1,1,1,1
55613045865,201805,178.14,0,0,1,1,1,1
55613065182,201805,165.33,0,0,1,1,1,1
55613065823,201805,92,0,0,1,1,1,1
55613069063,201805,101.1,1,1,1,1,1,1
55613072890,201805,68.27,0,0,1,1,1,1
55613076836,201805,192.78,1,1,1,1,1,1
55613078816,201805,143.82,0,0,1,1,1,1
55613079730,201805,33.79,0,0,1,1,1,1
55613080482,201805,117.49,1,1,1,1,1,1
55613082923,201805,128.7,1,0,1,1,1,1
55613086916,201805,40.07,0,0,1,1,1,1
55613098595,201805,41.95,0,0,1,1,1,1
55613132084,201805,67.79,0,0,1,1,1,1
55613132523,201805,25.88,1,0,1,1,1,1
55613134413,201805,91.23,1,0,1,1,1,1
55613180616,201805,39.54,0,0,1,1,1,1
55613195513,201805,63.51,0,0,1,1,1,1
55613196910,201805,44,0,0,1,1,1,1
55613203126,201805,186.11,1,0,1,1,1,1
55613265252,201805,14.59,0,0,1,1,1,1
55613274836,201805,29.71,1,1,1,1,1,1
55613313412,201805,114.52,1,0,1,1,1,1
55613358730,201805,83.73,0,0,1,1,1,1
55613404132,201805,163.77,0,0,1,1,1,1
55613408071,201805,71.51,0,0,1,1,1,1
55613408846,201805,66.3,1,1,1,1,1,1
55613409421,201805,82.24,0,1,1,1,1,1
55613415606,201805,218.25,0,0,1,1,1,1
55613431525,201805,260.92,1,0,1,1,1,1
55613437310,201805,266.69,1,0,1,1,1,1
55613443067,201805,89.13,0,0,1,1,1,1
55613448323,201805,32.76,1,0,1,1,1,1
55613456997,201805,292.58,1,0,1,1,1,1
55613463151,201805,145.32,0,0,1,1,1,1
55613463894,201805,51.55,0,0,1,1,1,1
55613482725,201805,123.22,0,0,1,1,1,1
55613490771,201805,275.34,1,0,1,1,1,1
55613512097,201805,164.24,0,0,1,1,1,1
55613517094,201805,90.61,1,1,1,1,1,1
55613546366,201805,35.74,0,0,1,1,1,1
55613563750,201805,94.66,0,0,1,1,1,1
55613599063,201805,37.86,0,0,1,1,1,1
55613599762,201805,125.44,0,0,1,1,1,1
55613608400,201805,79.21,0,0,1,1,1,1
55613608682,201805,193.51,0,0,1,1,1,1
55613615543,201805,140.37,0,0,1,1,1,1
55613635084,201805,260.82,1,0,1,1,1,1
55613644231,201805,62.97,1,0,1,1,1,1
55613664651,201805,96.74,1,0,1,1,1,1
55613665461,201805,40.92,1,0,1,1,1,1
55613697736,201805,79.74,0,0,1,1,1,1
55613711201,201805,75.28,0,0,1,1,1,1
55613715454,201805,94.07,1,0,1,1,1,1
55613776554,201805,167.34,0,0,1,1,1,1
55613786803,201805,38.46,0,0,1,1,1,1
55613820246,201805,37.44,0,0,1,1,1,1
55613830214,201805,53.8,1,0,1,1,1,1
55613834106,201805,87.09,0,0,1,1,1,1
55613852243,201805,56.99,1,1,1,1,1,1
55613885216,201805,115.63,0,0,1,1,1,1
55613895794,201805,29.28,1,0,1,1,1,1
55613913014,201805,101.72,1,0,1,1,1,1
55614002056,201805,232.44,0,0,1,1,1,1
55614010347,201805,594.67,1,0,1,1,1,1
55614016222,201805,82.48,0,0,1,1,1,1
55614026821,201805,84,1,0,1,1,1,1
55614034594,201805,140.1,1,0,1,1,1,1
55614040782,201805,39.2,0,0,1,1,1,1
55614063631,201805,126.15,1,0,1,1,1,1
55614084681,201805,22.48,0,0,1,1,1,1
55614137691,201805,79.77,0,0,1,1,1,1
55614153303,201805,272.58,1,0,1,1,1,1
55614167816,201805,39.92,1,0,1,1,1,1
55614168493,201805,110.97,0,0,1,1,1,1
55614193004,201805,51.23,0,0,1,1,1,1
55614195190,201805,115.39,0,0,1,1,1,1
55614224641,201805,52.77,1,1,1,1,1,1
55614225675,201805,32.59,0,0,1,1,1,1
55614231920,201805,106.46,0,0,1,1,1,1
55614232897,201805,88.26,1,0,1,1,1,1
55614235676,201805,30.32,1,0,1,1,1,1
55614245521,201805,124.63,0,0,1,1,1,1
55614283545,201805,166.01,0,0,1,1,1,1
55614343395,201805,71.47,1,0,1,1,1,1
55614344983,201805,250.55,0,0,1,1,1,1
55614346613,201805,22.71,0,0,1,1,1,1
55614355772,201805,590.7,0,0,1,1,1,1
55614367447,201805,86.64,0,0,1,1,1,1
55614376887,201805,102.7,1,0,1,1,1,1
55614395011,201805,27.37,1,0,1,1,1,1
55614418916,201805,220.12,0,0,1,1,1,1
55614436354,201805,209.29,0,0,1,1,1,1
55614437874,201805,39.67,0,0,1,1,1,1
55614446492,201805,85.01,1,0,1,1,1,1
55614454343,201805,89.86,1,0,1,1,1,1
55614457076,201805,206.84,1,0,1,1,1,1
55614470644,201805,51.7,0,0,1,1,1,1
55614477160,201805,26.24,0,0,1,1,1,1
55614479014,201805,65.53,0,0,1,1,1,1
55614483943,201805,119.55,1,0,1,1,1,1
55614507195,201805,88.59,1,0,1,1,1,1
55614508747,201805,74.91,1,0,1,1,1,1
55614529382,201805,201.67,0,0,1,1,1,1
55614590412,201805,71.38,1,0,1,1,1,1
55614595363,201805,257.5,1,0,1,1,1,1
55614596623,201805,174.38,0,0,1,1,1,1
55614616996,201805,92.79,1,1,1,1,1,1
55614631690,201805,40.69,0,0,1,1,1,1
55614637087,201805,163.31,0,0,1,1,1,1
55614643567,201805,75.37,1,0,1,1,1,1
55614646414,201805,135.99,1,0,1,1,1,1
55614675193,201805,140.62,0,0,1,1,1,1
55614676701,201805,42.39,1,0,1,1,1,1
55614709007,201805,103.66,0,0,1,1,1,1
55614724826,201805,259.07,0,0,1,1,1,1
55614729045,201805,141.77,0,0,1,1,1,1
55614746790,201805,52.29,1,0,1,1,1,1
55614751512,201805,44.17,1,0,1,1,1,1
55614753831,201805,196.42,1,0,1,1,1,1
55614817584,201805,372.64,0,0,1,1,1,1
55614829013,201805,163.37,1,0,1,1,1,1
55614842647,201805,93.95,0,0,1,1,1,1
55614844890,201805,55.17,1,0,1,1,1,1
55614849570,201805,199.41,1,0,1,1,1,1
55614913501,201805,36.15,1,0,1,1,1,1
55614932571,201805,87.37,1,0,1,1,1,1
55615029104,201805,48.97,0,0,1,1,1,1
55615046622,201805,49.31,1,0,1,1,1,1
55615077493,201805,241.91,0,0,1,1,1,1
55615092151,201805,179.83,1,0,1,1,1,1
55615102951,201805,83.42,0,0,1,1,1,1
55615158727,201805,88.75,1,0,1,1,1,1
55615162496,201805,26.83,0,0,1,1,1,1
55615167367,201805,25.05,1,1,1,1,1,1
55615176255,201805,130.58,0,0,1,1,1,1
55615213381,201805,114.59,0,0,1,1,1,1
55615226781,201805,44.19,1,0,1,1,1,1
55615229412,201805,183.71,1,1,1,1,1,1
55615249076,201805,22.66,1,0,1,1,1,1
55615254962,201805,57.55,1,0,1,1,1,1
55615273747,201805,126.86,1,0,1,1,1,1
55615311535,201805,61.09,1,0,1,1,1,1
55615328481,201805,51.91,0,0,1,1,1,1
55615356255,201805,63.35,1,0,1,1,1,1
55615367055,201805,36.38,1,0,1,1,1,1
55615379443,201805,84.98,0,0,1,1,1,1
55615383053,201805,68.16,1,0,1,1,1,1
55615384447,201805,81.17,0,0,1,1,1,1
55615388962,201805,82.6,0,0,1,1,1,1
55615400693,201805,56.71,1,0,1,1,1,1
55615402842,201805,122.39,1,0,1,1,1,1
55615450496,201805,401.18,0,0,1,1,1,1
55615453941,201805,347.81,0,0,1,1,1,1
55615458045,201805,14.14,0,0,1,1,1,1
55615471826,201805,128.68,1,1,1,1,1,1
55615483324,201805,201.59,0,0,1,1,1,1
55615493134,201805,77.54,0,0,1,1,1,1
55615528494,201805,85.72,1,0,1,1,1,1
55615529257,201805,94.31,0,0,1,1,1,1
55615540326,201805,305.99,1,0,1,1,1,1
55615548823,201805,51.92,1,0,1,1,1,1
55615561725,201805,132,1,0,1,1,1,1
55615621067,201805,81.71,1,1,1,1,1,1
55615637552,201805,155.2,1,0,1,1,1,1
55615651682,201805,125.82,1,0,1,1,1,1
55615679547,201805,212.49,0,0,1,1,1,1
55615680301,201805,80.61,0,0,1,1,1,1
55615736282,201805,78.77,0,0,1,1,1,1
55615758646,201805,270.15,0,0,1,1,1,1
55615809171,201805,46.45,0,0,1,1,1,1
55615826112,201805,87.94,0,0,1,1,1,1
55615829241,201805,144.48,0,0,1,1,1,1
55615836766,201805,88.88,0,0,1,1,1,1
55615838137,201805,62.41,0,0,1,1,1,1
55615842277,201805,86.69,0,0,1,1,1,1
55615846147,201805,77.49,0,0,1,1,1,1
55615856782,201805,42.1,0,1,1,1,1,1
55615866804,201805,204.29,0,0,1,1,1,1
55615873103,201805,223.81,0,0,1,1,1,1
55615882374,201805,166.19,0,0,1,1,1,1
55615888877,201805,112.17,0,0,1,1,1,1
55615909060,201805,64.76,0,0,1,1,1,1
55615944171,201805,64.11,0,0,1,1,1,1
55615983570,201805,130.39,1,1,1,1,1,1
55616020410,201805,51.01,1,0,1,1,1,1
55616026182,201805,99.82,1,0,1,1,1,1
55616032345,201805,226.61,0,0,1,1,1,1
55616058211,201805,42.86,0,0,1,1,1,1
55616069077,201805,36.31,0,0,1,1,1,1
55616074545,201805,93.46,0,0,1,1,1,1
55616076312,201805,35.85,1,1,1,1,1,1
55616082410,201805,47.83,0,0,1,1,1,1
55616084232,201805,23.63,0,1,1,1,1,1
55616098420,201805,146.82,0,0,1,1,1,1
55616105335,201805,93.83,0,0,1,1,1,1
55616114807,201805,41.73,1,0,1,1,1,1
55616125676,201805,86.8,1,0,1,1,1,1
55616138683,201805,56.38,0,0,1,1,1,1
55616226421,201805,29.88,1,0,1,1,1,1
55616269002,201805,130.36,0,0,1,1,1,1
55616283493,201805,139.27,1,0,1,1,1,1
55616292752,201805,133.54,0,0,1,1,1,1
55616313617,201805,65.15,0,0,1,1,1,1
55616336366,201805,42.97,0,0,1,1,1,1
55616357011,201805,129.56,0,0,1,1,1,1
55616359125,201805,24.6,0,0,1,1,1,1
55616377893,201805,80.84,1,0,1,1,1,1
55616451984,201805,181.04,0,0,1,1,1,1
55616453186,201805,100.63,0,0,1,1,1,1
55616467295,201805,184.94,1,0,1,1,1,1
55616474404,201805,15.67,0,0,1,1,1,1
55616485237,201805,38.21,1,0,1,1,1,1
55616494576,201805,55.35,0,0,1,1,1,1
55616526200,201805,55.3,0,0,1,1,1,1
55616540374,201805,129.96,1,0,1,1,1,1
55616544615,201805,18.48,0,0,1,1,1,1
55616571705,201805,48.84,0,0,1,1,1,1
55616591044,201805,7.06,0,0,1,1,1,1
55616594465,201805,137.15,1,0,1,1,1,1
55616599631,201805,28.8,0,0,1,1,1,1
55616601415,201805,103.04,0,0,1,1,1,1
55616603240,201805,131.51,0,0,1,1,1,1
55616604263,201805,131.61,1,1,1,1,1,1
55616606175,201805,106.8,1,1,1,1,1,1
55616607651,201805,94.59,1,0,1,1,1,1
55616613263,201805,12.65,0,0,1,1,1,1
55616621882,201805,210.09,1,0,1,1,1,1
55616638734,201805,185.21,1,0,1,1,1,1
55616640342,201805,65.65,1,0,1,1,1,1
55616640757,201805,209.67,1,0,1,1,1,1
55616678547,201805,143.76,1,0,1,1,1,1
55616700022,201805,126.05,1,0,1,1,1,1
55616733200,201805,140.91,1,0,1,1,1,1
55616736294,201805,101.77,1,0,1,1,1,1
55616760897,201805,104.04,0,0,1,1,1,1
55616762992,201805,116.15,1,0,1,1,1,1
55616770843,201805,352.99,1,0,1,1,1,1
55616774432,201805,58.57,0,0,1,1,1,1
55616776456,201805,106.73,1,0,1,1,1,1
55616776942,201805,31.9,0,0,1,1,1,1
55616776953,201805,151,0,0,1,1,1,1
55616788754,201805,32.44,0,0,1,1,1,1
55616789023,201805,223.48,0,0,1,1,1,1
55616808711,201805,57.28,1,0,1,1,1,1
55616812217,201805,76.19,1,0,1,1,1,1
55616812242,201805,58.48,0,0,1,1,1,1
55616814457,201805,58.72,0,0,1,1,1,1
55616814594,201805,42.61,0,0,1,1,1,1
55616859461,201805,166.86,0,0,1,1,1,1
55616894154,201805,30.53,1,0,1,1,1,1
55616896451,201805,154.06,0,0,1,1,1,1
55616900554,201805,46.54,0,0,1,1,1,1
55616904604,201805,47.13,1,0,1,1,1,1
55616905595,201805,310.91,0,0,1,1,1,1
55616912795,201805,36.65,1,0,1,1,1,1
55616921106,201805,69.76,0,0,1,1,1,1
55616931897,201805,33.62,1,0,1,1,1,1
55616945566,201805,66.11,1,0,1,1,1,1
55616948187,201805,107.68,0,0,1,1,1,1
55616952430,201805,52.84,0,0,1,1,1,1
55616958032,201805,172.12,0,0,1,1,1,1
55616959606,201805,28.07,0,0,1,1,1,1
55616960134,201805,23.48,0,0,1,1,1,1
55616973523,201805,219.73,1,0,1,1,1,1
55616993107,201805,135.21,1,0,1,1,1,1
55617001205,201805,285.94,0,0,1,1,1,1
55617013886,201805,212.04,0,0,1,1,1,1
55617014032,201805,53.74,1,1,1,1,1,1
55617017093,201805,20.44,0,0,1,1,1,1
55617020927,201805,71.55,0,0,1,1,1,1
55617033642,201805,76.02,0,0,1,1,1,1
55617041685,201805,42.18,1,1,1,1,1,1
55617046736,201805,65.5,1,0,1,1,1,1
55617059495,201805,43.61,1,1,1,1,1,1
55617064141,201805,125.94,1,0,1,1,1,1
55617064264,201805,85.98,0,0,1,1,1,1
55617072050,201805,88.13,1,0,1,1,1,1
55617075651,201805,85.05,0,0,1,1,1,1
55617087542,201805,113.53,0,0,1,1,1,1
55617087597,201805,205.12,1,0,1,1,1,1
55617088792,201805,43.8,0,0,1,1,1,1
55617112176,201805,149.13,0,0,1,1,1,1
55617112817,201805,18.39,0,0,1,1,1,1
55617114967,201805,58.67,0,0,1,1,1,1
55617118422,201805,146.5,1,0,1,1,1,1
55617123981,201805,47.05,1,0,1,1,1,1
55617125406,201805,158.41,0,0,1,1,1,1
55617141156,201805,85.77,1,0,1,1,1,1
55617147897,201805,137.27,0,0,1,1,1,1
55617164290,201805,45.81,0,0,1,1,1,1
55617179375,201805,79.32,1,0,1,1,1,1
55617190491,201805,59.4,0,0,1,1,1,1
55617208084,201805,47.87,1,0,1,1,1,1
55617222260,201805,188.13,1,0,1,1,1,1
55617284426,201805,134.83,1,0,1,1,1,1
55617285867,201805,212.26,0,0,1,1,1,1
55617295150,201805,170.93,1,0,1,1,1,1
55617302414,201805,119,1,0,1,1,1,1
55617319201,201805,119.98,1,1,1,1,1,1
55617360634,201805,42.59,0,0,1,1,1,1
55617374552,201805,27.53,0,1,1,1,1,1
55617375351,201805,188.22,1,0,1,1,1,1
55617385082,201805,148.14,1,0,1,1,1,1
55617401403,201805,223.98,0,0,1,1,1,1
55617407120,201805,154.93,0,0,1,1,1,1
55617414104,201805,23.24,0,0,1,1,1,1
55617417910,201805,68.67,1,0,1,1,1,1
55617423634,201805,83.74,1,0,1,1,1,1
55617455044,201805,116.34,1,0,1,1,1,1
55617456823,201805,57.41,1,0,1,1,1,1
55617463267,201805,56.63,1,0,1,1,1,1
55617463414,201805,46.33,1,0,1,1,1,1
55617476951,201805,84.94,1,0,1,1,1,1
55617479367,201805,32.31,1,0,1,1,1,1
55617494951,201805,36,1,0,1,1,1,1
55617501080,201805,895.45,0,0,1,1,1,1
55617509347,201805,36.24,1,0,1,1,1,1
55617515117,201805,74.3,1,0,1,1,1,1
55617515762,201805,68.53,1,0,1,1,1,1
55617526821,201805,191.46,1,0,1,1,1,1
55617526865,201805,138.39,1,0,1,1,1,1
55617528531,201805,157.51,0,0,1,1,1,1
55617532332,201805,54.93,0,0,1,1,1,1
55617537304,201805,158,0,1,1,1,1,1
55617541927,201805,40.83,0,0,1,1,1,1
55617557140,201805,95.97,1,0,1,1,1,1
55617557645,201805,27.68,1,1,1,1,1,1
55617571122,201805,158.85,1,0,1,1,1,1
55617586997,201805,43.05,0,0,1,1,1,1
55617588180,201805,93.07,0,0,1,1,1,1
55617594127,201805,112.47,1,0,1,1,1,1
55617606460,201805,114.84,1,0,1,1,1,1
55617614704,201805,100.05,0,0,1,1,1,1
55617629047,201805,157.72,1,0,1,1,1,1
55617634371,201805,152.76,0,0,1,1,1,1
55617635325,201805,101.74,1,0,1,1,1,1
55617642897,201805,132.81,1,0,1,1,1,1
55617657840,201805,73.32,1,0,1,1,1,1
55617659695,201805,69.69,0,0,1,1,1,1
55617662112,201805,95.42,1,1,1,1,1,1
55617675480,201805,30.66,0,0,1,1,1,1
55617690531,201805,64.63,1,0,1,1,1,1
55617695730,201805,59.61,1,0,1,1,1,1
55617703941,201805,73.59,1,1,1,1,1,1
55617705020,201805,181.49,1,0,1,1,1,1
55617710947,201805,55.76,0,0,1,1,1,1
55617716394,201805,109.47,0,0,1,1,1,1
55617720173,201805,76.74,0,0,1,1,1,1
55617726427,201805,101,1,0,1,1,1,1
55617726993,201805,402.33,0,0,1,1,1,1
55617748650,201805,225.98,0,0,1,1,1,1
55617755577,201805,68.01,1,0,1,1,1,1
55617789082,201805,686.54,1,0,1,1,1,1
55617823616,201805,288.36,1,1,1,1,1,1
55617829863,201805,354.71,0,0,1,1,1,1
55617833055,201805,102.49,1,0,1,1,1,1
55617852733,201805,68.66,1,1,1,1,1,1
55617856917,201805,192.01,1,0,1,1,1,1
55617880914,201805,19.61,0,0,1,1,1,1
55617883896,201805,52.57,0,0,1,1,1,1
55617887045,201805,674.52,0,0,1,1,1,1
55617887427,201805,75.04,0,0,1,1,1,1
55617901545,201805,77.94,0,0,1,1,1,1
55617902232,201805,25.32,0,0,1,1,1,1
55617907792,201805,59.23,0,0,1,1,1,1
55617920063,201805,55.67,1,0,1,1,1,1
55617921402,201805,310.61,1,0,1,1,1,1
55617926115,201805,79.94,0,0,1,1,1,1
55617942463,201805,353.05,1,0,1,1,1,1
55617959506,201805,30.56,0,0,1,1,1,1
55617969972,201805,44.24,0,0,1,1,1,1
55618013313,201805,26.95,1,0,1,1,1,1
55618015326,201805,118.3,1,0,1,1,1,1
55618016802,201805,81.54,0,0,1,1,1,1
55618019593,201805,115.95,0,0,1,1,1,1
55618032563,201805,26.95,0,0,1,1,1,1
55618041585,201805,145.68,1,0,1,1,1,1
55618048944,201805,137.8,0,0,1,1,1,1
55618051250,201805,69,0,0,1,1,1,1
55618057526,201805,50.56,0,0,1,1,1,1
55618108862,201805,155.63,1,0,1,1,1,1
55618128006,201805,127.36,0,0,1,1,1,1
55618141070,201805,64.23,0,0,1,1,1,1
55618164640,201805,103.5,0,0,1,1,1,1
55618178137,201805,140.51,1,1,1,1,1,1
55618189005,201805,66.99,1,0,1,1,1,1
55618197466,201805,71.16,0,0,1,1,1,1
55618200502,201805,111.19,1,0,1,1,1,1
55618211641,201805,99.07,1,0,1,1,1,1
55618217715,201805,50.97,0,0,1,1,1,1
55618263921,201805,162.11,1,0,1,1,1,1
55618267114,201805,150.47,0,0,1,1,1,1
55618274992,201805,50.47,0,0,1,1,1,1
55618305083,201805,164.91,0,0,1,1,1,1
55618320617,201805,209.83,0,0,1,1,1,1
55618348071,201805,30.23,0,0,1,1,1,1
55618351570,201805,137.61,0,0,1,1,1,1
55618360794,201805,91.01,0,0,1,1,1,1
55618376490,201805,55.71,0,0,1,1,1,1
55618382383,201805,190.33,0,0,1,1,1,1
55618383517,201805,81.65,0,0,1,1,1,1
55618402146,201805,26,0,0,1,1,1,1
55618402564,201805,118.02,0,0,1,1,1,1
55618404926,201805,49.11,1,0,1,1,1,1
55618410754,201805,120.26,0,0,1,1,1,1
55618415470,201805,66.7,0,0,1,1,1,1
55618416842,201805,67.52,1,0,1,1,1,1
55618420733,201805,71.14,1,0,1,1,1,1
55618433896,201805,199.51,1,0,1,1,1,1
55618438860,201805,272.15,0,0,1,1,1,1
55618444504,201805,28.8,0,0,1,1,1,1
55618468560,201805,22.49,1,0,1,1,1,1
55618475803,201805,105.61,0,0,1,1,1,1
55618485400,201805,48.01,0,0,1,1,1,1
55618496796,201805,56.21,1,0,1,1,1,1
55618498923,201805,239.05,1,1,1,1,1,1
55618500721,201805,58.56,0,0,1,1,1,1
55618522174,201805,154.33,0,0,1,1,1,1
55618542356,201805,40.47,0,0,1,1,1,1
55618565566,201805,149.99,1,0,1,1,1,1
55618578605,201805,57.06,1,0,1,1,1,1
55618582723,201805,96.09,0,0,1,1,1,1
55618585423,201805,79.78,1,0,1,1,1,1
55618586107,201805,144.92,1,0,1,1,1,1
55618610013,201805,74.51,1,0,1,1,1,1
55618615674,201805,109.46,1,0,1,1,1,1
55618622412,201805,63.1,1,0,1,1,1,1
55618639243,201805,176.39,0,0,1,1,1,1
55618668087,201805,29.69,0,0,1,1,1,1
55618673342,201805,71.68,0,0,1,1,1,1
55618717046,201805,113.28,1,0,1,1,1,1
55618722017,201805,48.5,1,0,1,1,1,1
55618729142,201805,108.98,0,0,1,1,1,1
55618730243,201805,164.41,1,0,1,1,1,1
55618739525,201805,102.97,1,0,1,1,1,1
55618741461,201805,98.49,0,0,1,1,1,1
55618747005,201805,66.26,1,0,1,1,1,1
55618749573,201805,71.98,1,1,1,1,1,1
55618753701,201805,167.56,1,0,1,1,1,1
55618767111,201805,49.26,1,0,1,1,1,1
55618794100,201805,104.99,1,0,1,1,1,1
55618799794,201805,213.82,0,0,1,1,1,1
55618808681,201805,40.48,0,0,1,1,1,1
55618818985,201805,50.18,0,0,1,1,1,1
55618824113,201805,88.62,0,0,1,1,1,1
55618824575,201805,121.69,0,0,1,1,1,1
55618828784,201805,205.35,0,0,1,1,1,1
55618830583,201805,83.65,0,0,1,1,1,1
55618870846,201805,135.04,1,0,1,1,1,1
55618876314,201805,71.68,0,0,1,1,1,1
55618901964,201805,41.45,1,0,1,1,1,1
55618934544,201805,138.74,0,0,1,1,1,1
55618942002,201805,29.25,0,0,1,1,1,1
55618974256,201805,109.69,0,0,1,1,1,1
55618986183,201805,167.49,1,0,1,1,1,1
55619006453,201805,60.77,1,0,1,1,1,1
55619015352,201805,35.67,0,0,1,1,1,1
55619032193,201805,57.49,0,0,1,1,1,1
55619106566,201805,56.49,1,0,1,1,1,1
55619116750,201805,61.96,1,0,1,1,1,1
55619126650,201805,75.45,1,0,1,1,1,1
55619131654,201805,166.38,0,1,1,1,1,1
55619155403,201805,48.01,1,0,1,1,1,1
55619181446,201805,31.74,0,0,1,1,1,1
55619212654,201805,61.8,0,0,1,1,1,1
55619239093,201805,437.1,1,0,1,1,1,1
55619240406,201805,139.04,0,0,1,1,1,1
55619245977,201805,9.93,1,0,1,1,1,1
55619257363,201805,142.62,1,1,1,1,1,1
55619276151,201805,70.84,1,0,1,1,1,1
55619277545,201805,135.52,0,0,1,1,1,1
55619322623,201805,58.87,0,0,1,1,1,1
55619325550,201805,16.12,0,0,1,1,1,1
55619327945,201805,239.33,1,0,1,1,1,1
55619345033,201805,133.01,0,0,1,1,1,1
55619352716,201805,232.68,1,0,1,1,1,1
55619362021,201805,198.75,0,0,1,1,1,1
55619370121,201805,105.8,0,0,1,1,1,1
55619397461,201805,15.02,0,0,1,1,1,1
55619400866,201805,165.56,1,0,1,1,1,1
55619447151,201805,114.63,1,1,1,1,1,1
55619458186,201805,50.55,1,1,1,1,1,1
55619475602,201805,100.62,0,0,1,1,1,1
55619480383,201805,52.06,0,0,1,1,1,1
55619490056,201805,194.27,0,0,1,1,1,1
55619498135,201805,123.7,0,0,1,1,1,1
55619515652,201805,53.34,0,0,1,1,1,1
55619516145,201805,272.47,0,0,1,1,1,1
55619528397,201805,20.98,0,0,1,1,1,1
55619530772,201805,28.16,0,0,1,1,1,1
55619561192,201805,100.35,0,0,1,1,1,1
55619565794,201805,143.79,1,0,1,1,1,1
55619613561,201805,41.31,1,0,1,1,1,1
55619619433,201805,129.44,1,0,1,1,1,1
55619635374,201805,115.23,0,0,1,1,1,1
55619651451,201805,205.76,0,0,1,1,1,1
55619662237,201805,112.49,0,0,1,1,1,1
55619689487,201805,76.36,0,0,1,1,1,1
55619690937,201805,93.52,0,0,1,1,1,1
55619697060,201805,85.24,1,0,1,1,1,1
55619699581,201805,199.21,1,1,1,1,1,1
55619711401,201805,64.23,0,0,1,1,1,1
55619712990,201805,110.25,1,0,1,1,1,1
55619713843,201805,442.74,0,0,1,1,1,1
55619715474,201805,70.64,1,0,1,1,1,1
55619724405,201805,12.94,1,1,1,1,1,1
55619745480,201805,27.81,1,0,1,1,1,1
55619763174,201805,95.94,0,0,1,1,1,1
55619774716,201805,38.38,0,0,1,1,1,1
55619783763,201805,242.57,0,0,1,1,1,1
55619783943,201805,115.78,0,0,1,1,1,1
55619793595,201805,50.1,0,0,1,1,1,1
55619798343,201805,154.05,1,0,1,1,1,1
55619799311,201805,43.44,0,0,1,1,1,1
55619814261,201805,148.37,0,1,1,1,1,1
55619819514,201805,65.99,1,0,1,1,1,1
55619848361,201805,201.32,0,0,1,1,1,1
55619849621,201805,29.09,0,0,1,1,1,1
55619852656,201805,104.21,0,0,1,1,1,1
55619860240,201805,235.05,0,0,1,1,1,1
55619866642,201805,95.24,1,0,1,1,1,1
55619867823,201805,104.3,0,0,1,1,1,1
55619874122,201805,9.7,0,0,1,1,1,1
55619915940,201805,26.68,1,0,1,1,1,1
55619922690,201805,162.22,1,0,1,1,1,1
55619924050,201805,70.62,1,0,1,1,1,1
55619941882,201805,66.47,1,0,1,1,1,1
55619945730,201805,59.63,1,1,1,1,1,1
55619960263,201805,34.15,1,1,1,1,1,1
55619986702,201805,91.81,1,0,1,1,1,1
55619991021,201805,49.28,0,0,1,1,1,1
55620020954,201805,170.43,1,0,1,1,1,1
55620021281,201805,141.29,1,0,1,1,1,1
55620033237,201805,100.04,1,0,1,1,1,1
55620041427,201805,91.63,0,0,1,1,1,1
55620063131,201805,41.29,0,0,1,1,1,1
55620066202,201805,98.54,1,0,1,1,1,1
55620076690,201805,50.82,0,0,1,1,1,1
55620080026,201805,205.63,0,0,1,1,1,1
55620115522,201805,317.67,1,0,1,1,1,1
55620184124,201805,75.7,0,0,1,1,1,1
55620199447,201805,78.18,0,0,1,1,1,1
55620206996,201805,52.04,1,1,1,1,1,1
55620213417,201805,68.98,0,0,1,1,1,1
55620219765,201805,213.96,1,0,1,1,1,1
55620220440,201805,54.76,0,0,1,1,1,1
55620225377,201805,17.33,0,0,1,1,1,1
55620230294,201805,76.62,0,0,1,1,1,1
55620232746,201805,89.91,0,0,1,1,1,1
55620247867,201805,149.51,0,0,1,1,1,1
55620249861,201805,18.25,1,0,1,1,1,1
55620254043,201805,43.23,0,1,1,1,1,1
55620263720,201805,44.34,0,0,1,1,1,1
55620269773,201805,156.17,0,0,1,1,1,1
55620322623,201805,62.82,0,0,1,1,1,1
55620326843,201805,63.27,0,0,1,1,1,1
55620345473,201805,155.06,1,0,1,1,1,1
55620349916,201805,55.06,1,0,1,1,1,1
55620352705,201805,78.35,0,0,1,1,1,1
55620368254,201805,121.22,0,0,1,1,1,1
55620381844,201805,48.53,0,0,1,1,1,1
55620384612,201805,59.68,0,0,1,1,1,1
55620392057,201805,219.88,0,1,1,1,1,1
55620407007,201805,206.51,0,0,1,1,1,1
55620409157,201805,112.85,1,0,1,1,1,1
55620411510,201805,34.48,0,0,1,1,1,1
55620412061,201805,106.64,0,0,1,1,1,1
