cid,last_month_buy,amount,payment_type,channel,buy,class,coupons,items
55637154143,201710,120.5,0,0,2,5,0,10
55637156495,201708,177.3,1,0,1,3,1,3
55637157531,201708,54.97,0,0,1,1,0,3
55637158453,201709,593.14,0,0,5,4,0,10
55637161321,201709,505.97,1,0,2,9,0,13
55637166214,201706,88.49,0,0,2,2,0,4
55637166351,201702,49,1,0,6,3,1,6
55637172233,201706,88.5,0,0,1,2,0,2
55637181042,201706,49,0,0,4,1,0,2
55637182267,201701,372.71,1,0,9,6,0,14
55637183934,201709,477.68,0,0,10,2,0,3
55637185442,201707,93.99,0,0,1,1,0,1
55637185712,201707,139.5,0,0,1,1,0,1
55637187354,201710,181.73,1,0,6,3,0,7
55637187592,201703,617.38,1,1,13,6,2,18
55637189572,201704,142.98,0,0,2,4,0,4
55637190165,201704,207,0,0,5,6,0,8
55637191854,201709,244,0,0,1,4,0,4
55637194194,201705,63.97,0,0,1,3,0,5
55637197852,201707,103.99,0,0,1,4,0,4
55637198943,201709,80.1,1,0,1,3,1,5
55637200187,201710,107,1,0,4,1,0,2
55637204835,201704,188.99,1,0,5,1,0,2
55637205771,201709,146.5,1,0,5,7,0,9
55637209267,201707,919.67,1,0,41,2,0,8
55637211282,201703,1680.99,1,0,21,11,3,72
55637211415,201708,335.99,0,0,6,10,0,23
55637212362,201707,139.72,0,0,3,2,0,6
55637212892,201707,67.48,0,0,2,2,0,5
55637213554,201704,152,0,0,2,2,0,8
55637219992,201711,481,1,0,4,2,0,4
55637220394,201710,24.99,0,1,1,0,0,1
55637223061,201704,289.47,1,0,9,11,1,26
55637223151,201703,157.97,1,0,6,8,0,13
55637225186,201709,94,1,0,1,2,0,3
55637226785,201704,131.25,0,0,1,5,0,5
55637229845,201707,220.41,0,0,11,2,0,3
55637234041,201706,67.92,0,0,1,4,0,4
55637237710,201706,77.29,0,0,1,4,0,6
55637238001,201709,306.98,1,0,3,3,0,4
55637246202,201703,86.49,0,0,1,2,0,3
55637248507,201703,143.96,0,0,1,2,0,5
55637248792,201708,879.81,1,0,5,17,2,43
55637251714,201711,366,0,0,7,1,0,3
55637255574,201708,1096.69,1,1,3,7,1,19
55637263472,201710,280.95,1,0,4,4,0,10
55637263720,201707,234.98,0,0,3,4,0,8
55637270636,201706,258.96,0,0,2,6,0,9
55637273361,201711,241.48,0,0,4,4,0,5
55637276735,201701,278.68,1,0,5,9,0,14
55637279291,201707,160.19,1,0,4,2,0,9
55637283283,201705,813.63,1,0,8,7,0,15
55637292575,201707,297.67,0,0,1,7,0,11
55637295480,201705,491.91,1,0,15,10,2,26
55637297626,201704,15,1,0,5,4,1,11
55637302643,201702,331.33,1,1,15,5,1,11
55637305275,201704,182.23,1,0,1,9,0,15
55637309574,201701,998.87,1,0,12,1,0,7
55637314286,201707,125.97,0,0,2,3,0,3
55637314581,201705,683.87,1,0,8,3,0,7
55637331317,201709,345.98,0,0,1,3,0,3
55637334785,201705,123.97,0,0,1,2,0,4
55637337463,201710,609.57,1,0,14,5,1,11
55637341152,201702,181.96,0,0,4,4,0,6
55637342344,201710,39.88,1,0,3,0,0,1
55637344933,201709,89.1,1,0,1,1,1,1
55637353054,201706,210.94,0,0,2,6,0,10
55637356824,201703,708.24,1,0,6,4,1,15
55637358714,201705,146.99,1,0,2,3,0,4
55637359737,201701,459.74,1,0,10,5,0,13
55637361222,201709,1144.07,1,0,15,7,1,31
55637361367,201706,279,0,0,4,3,0,3
55637363260,201704,79,0,0,1,0,0,0
55637363426,201709,240.99,1,0,3,7,1,7
55637363585,201709,184.47,0,0,3,5,0,7
55637363617,201710,49,1,0,4,4,0,13
55637366847,201711,207.02,1,0,4,1,0,4
55637371177,201703,441.96,1,0,4,7,0,12
55637375735,201705,51.27,1,0,1,4,0,4
55637375951,201704,340.76,1,0,3,5,1,6
55637377467,201711,484.91,0,0,5,2,0,5
55637380753,201708,251.99,0,0,2,4,0,9
55637387334,201702,40.5,0,0,3,0,0,4
55637388155,201701,118,0,0,1,0,0,0
55637394310,201709,306.43,1,0,3,6,0,13
55637395571,201710,433.78,1,0,9,5,0,17
55637396107,201711,88.22,0,0,2,1,0,1
55637401607,201708,88.85,0,0,2,0,0,3
55637414322,201707,530.18,1,0,6,11,0,20
55637418203,201711,460.97,0,0,3,5,0,8
55637421252,201710,290.92,1,1,12,6,1,15
55637424990,201710,262.48,0,0,2,0,0,1
55637444451,201702,362.3,1,0,5,6,1,15
55637451211,201710,653.89,1,0,6,6,1,14
55637451910,201701,894.5,1,0,10,7,1,25
55637456241,201706,1193.04,0,0,5,3,0,18
55637467401,201710,87.5,0,0,2,6,0,8
55637467704,201708,87.98,1,0,5,2,0,6
55637473781,201706,295.14,0,0,3,2,0,9
55637475220,201705,979.46,1,0,14,0,0,2
55637479101,201709,481.46,1,0,1,9,0,11
55637482882,201702,85.95,1,0,3,0,0,0
55637485197,201703,15,0,0,2,0,0,1
55637492757,201702,1887.16,1,0,32,6,1,26
55637494243,201705,283,0,0,4,4,0,9
55637495435,201709,443.16,1,0,12,8,1,21
55637505831,201708,29.99,1,0,1,1,0,2
55637508935,201710,386.93,0,0,2,3,0,7
55637509125,201709,354.97,0,0,1,4,0,6
55637513401,201704,86,0,0,1,1,0,2
55637514536,201711,47.99,1,0,2,2,0,2
55637514886,201702,83.25,0,0,2,3,0,6
55637518284,201701,272.46,1,0,10,6,1,12
55637522380,201706,249.66,1,0,6,5,0,7
55637524537,201704,328.42,1,0,7,0,0,0
55637537861,201709,84.98,0,0,1,2,0,2
55637540571,201708,208.8,1,0,2,5,3,6
55637542731,201709,537.16,1,0,6,9,2,20
55637544687,201705,149.97,0,0,1,1,0,1
55637547747,201702,178,0,1,1,2,0,2
55637550301,201708,290.86,0,0,3,9,0,19
55637556455,201709,69.75,0,0,1,1,0,1
55637557751,201703,436.96,1,0,11,1,0,3
55637564847,201706,34.99,0,0,1,1,0,1
55637564962,201709,201.99,0,0,1,1,0,1
55637568991,201708,75.97,0,0,1,1,0,5
55637570776,201704,120.74,1,0,1,3,0,5
55637571564,201705,108,0,0,1,2,0,2
55637573814,201708,416,1,0,6,1,0,3
55637577313,201709,216.99,0,0,2,2,0,3
55637579157,201711,167.23,0,0,2,2,0,12
55637581114,201707,142.82,1,0,3,4,1,5
55637581226,201705,90.48,1,0,3,4,0,8
55637582847,201711,159.49,1,0,3,1,0,2
55637586911,201711,281.29,1,1,2,0,0,0
55637587011,201707,310.74,1,0,2,5,0,13
55637595605,201706,78,1,0,1,1,0,2
55637597214,201708,240.99,0,0,2,3,0,5
55637600237,201711,87.3,1,0,1,0,0,0
55637601317,201706,294.77,1,0,3,5,0,9
55637603344,201707,293.23,0,0,2,2,0,3
55637605010,201708,413.78,0,0,28,6,0,22
55637616553,201705,118,1,0,1,3,0,3
55637618522,201707,615.48,1,0,20,2,0,8
55637618670,201711,135.74,0,0,2,1,0,2
55637621863,201706,93.98,1,0,1,3,0,3
55637625441,201710,284.71,0,0,7,14,1,27
55637635035,201704,78,0,0,1,1,0,2
55637635622,201706,557.91,0,0,5,6,0,9
55637635824,201703,357.42,1,0,10,4,0,12
55637641821,201703,120,0,0,1,3,0,4
55637649065,201703,586.96,0,0,7,5,0,10
55637649652,201711,146.46,1,0,3,1,0,2
55637653046,201708,135.45,0,0,6,5,0,8
55637653497,201706,124.94,0,0,2,1,0,3
55637658515,201703,282.79,1,0,11,3,1,16
55637658991,201704,107.98,0,0,1,3,0,3
55637662712,201708,107.97,0,0,2,3,0,5
55637664750,201705,200,0,0,1,2,0,5
55637665920,201704,100,0,0,2,0,0,1
55637667122,201711,589.24,0,0,6,9,4,20
55637667191,201708,280.89,1,0,9,6,0,9
55637668235,201701,460.97,1,1,13,5,1,16
55637670362,201707,141.97,0,1,8,4,0,8
55637677787,201706,825.44,1,1,5,0,0,0
55637680893,201706,84.97,0,0,2,1,0,3
55637681667,201707,130,0,0,1,1,0,1
55637687801,201709,344.47,0,0,15,3,0,10
55637695631,201701,25,0,0,1,1,0,2
55637696351,201710,171.95,0,0,2,2,0,3
55637700331,201706,106.68,0,0,1,3,0,3
55637700883,201705,73.99,1,0,5,4,0,8
55637705620,201702,598.33,1,0,2,3,0,13
55637706801,201707,1027.21,1,0,4,10,0,28
55637707002,201707,201,0,0,1,4,0,4
55637710501,201710,1141.82,1,0,11,11,2,51
55637711975,201705,207,0,0,1,3,0,3
55637716363,201707,69.97,0,0,1,3,0,3
55637723945,201709,158,0,0,1,2,0,2
55637728704,201705,83.49,0,0,1,3,0,3
55637735353,201711,192.32,0,0,5,3,0,5
55637737074,201709,198,1,0,1,7,1,13
55637738392,201704,74.7,1,0,2,2,0,5
55637743950,201701,271.97,0,0,4,2,0,3
55637749596,201711,56.74,0,0,1,1,0,1
55637750844,201711,340.74,0,0,3,8,0,15
55637753025,201709,224.97,0,0,2,3,0,3
55637753601,201706,158.99,0,0,2,2,0,4
55637755795,201704,154,0,0,1,3,0,3
55637766133,201707,67.49,0,0,2,1,0,3
55637767495,201706,252.98,1,0,15,6,0,17
55637767505,201707,76.5,0,0,1,2,0,3
55637767707,201710,390.98,1,0,16,1,0,7
55637769125,201709,92,0,0,1,2,0,3
55637770510,201702,108.99,0,0,4,5,0,9
55637771847,201707,270.26,0,0,6,2,0,6
55637773344,201707,108.92,1,0,11,2,0,10
55637781613,201709,59,1,0,3,4,0,4
55637781974,201711,88.98,0,0,1,0,0,0
55637784177,201707,97.96,0,0,1,2,0,2
55637785426,201709,153.99,0,0,5,1,0,2
55637795405,201703,339.04,1,0,6,1,0,2
55637797421,201702,98,0,0,2,1,0,3
55637798804,201703,51,0,0,1,0,0,2
55637803731,201706,139.5,0,0,1,1,0,1
55637811910,201709,302.48,1,0,4,5,1,7
55637813101,201711,293.7,1,0,5,3,0,8
55637815341,201708,244.69,1,0,35,9,0,53
55637822202,201707,356.44,0,0,2,4,0,6
55637822967,201706,251.47,0,0,8,1,0,2
55637825296,201706,94.47,0,0,1,3,0,3
55637829414,201705,107.94,1,0,5,2,0,5
55637837637,201711,193.68,0,0,4,7,0,23
55637840192,201708,116.96,1,0,1,7,1,16
55637843184,201710,97,0,0,1,2,0,2
55637844927,201711,51.5,0,0,1,1,0,2
55637849193,201710,293.97,1,0,1,3,0,5
55637850632,201709,197.29,1,0,4,1,0,2
55637872300,201709,875.95,1,0,9,5,2,21
55637872795,201710,944.48,1,0,3,15,0,43
55637874515,201704,8,1,0,1,2,1,2
55637879466,201702,30,1,0,2,1,0,2
55637880365,201701,378.45,1,0,4,6,0,9
55637884123,201704,97.49,0,0,1,1,0,1
55637887061,201706,158.97,0,0,5,4,0,5
55637887872,201704,58,0,0,1,1,0,1
55637888693,201708,1509.81,1,0,36,1,0,10
55637888714,201706,69.49,0,0,1,2,0,2
55637889366,201707,540.72,0,0,12,3,1,10
55637889816,201703,1351.2,1,0,8,2,0,5
55637891561,201703,638.47,1,0,23,4,0,21
55637891921,201705,473.5,0,0,5,4,0,6
55637891932,201703,44.98,0,0,1,2,0,3
55637892775,201709,246.26,0,0,5,9,0,19
55637896490,201702,3326.43,1,0,18,7,1,42
55637897581,201706,237,0,0,2,5,0,9
55637898445,201710,64.48,0,0,4,1,0,3
55637899200,201711,126,1,0,1,3,0,6
55637900434,201711,223.21,1,0,4,3,0,8
55637901244,201704,412.96,0,0,1,6,0,10
55637902843,201705,68.52,1,0,1,3,0,3
55637905611,201701,231.29,1,0,4,0,0,2
55637907602,201703,685.99,0,0,3,4,0,8
55637907613,201711,38,0,0,2,3,0,3
55637910626,201706,69.99,0,0,1,1,0,1
55637911177,201709,241.74,0,0,3,3,0,5
55637914936,201705,196,0,0,1,1,0,1
55637920403,201705,121.99,0,0,1,3,0,4
55637925095,201705,230.4,1,0,1,4,0,5
55637934974,201704,150.99,0,0,1,4,0,4
55637937007,201704,76.47,0,0,2,4,0,6
55637939665,201705,19.99,0,0,2,0,0,0
55637941150,201702,264.99,0,0,1,2,0,4
55637950204,201704,330.11,0,0,2,9,0,15
55637950893,201709,295.94,1,0,5,8,1,9
55637951915,201707,215.94,1,0,5,5,0,13
55637954886,201708,165.72,1,0,5,1,0,5
55637957250,201706,89.97,0,0,1,1,0,3
55637957676,201709,69.98,0,0,1,2,0,2
55637961400,201707,2261.19,1,0,14,7,1,22
55637964245,201703,331.81,1,0,4,6,0,15
55637964955,201704,137,0,0,1,1,0,2
55637968861,201711,571.9,1,0,4,7,1,18
55637970941,201707,9.99,0,0,1,1,0,1
55637978545,201701,56.49,0,0,3,0,0,1
55637982270,201711,146.5,0,0,2,2,0,2
55637982742,201708,473.6,1,0,10,8,0,21
55637984520,201710,171,1,0,2,6,0,7
55637984687,201701,359.92,0,0,4,9,0,28
55637984722,201706,139.5,1,0,1,1,0,1
55637987040,201709,334.44,0,0,5,0,0,0
55637987387,201701,143.79,0,0,6,5,0,10
55637988096,201711,283.94,1,0,6,3,0,9
55637990031,201701,752.37,1,0,16,10,2,32
55637991256,201704,198.46,1,0,2,4,0,4
55637993687,201707,120.94,0,0,2,3,0,6
55637995724,201709,622.45,0,0,6,8,0,16
55637998651,201709,117,0,0,2,2,0,3
55637999832,201707,925.95,1,0,7,1,0,4
55638001211,201707,74.49,0,0,1,3,0,3
55638004102,201708,167.45,1,0,4,4,0,7
55638006364,201706,139.5,0,0,1,1,0,1
55638008027,201711,105.75,0,0,1,6,0,8
55638010356,201708,32,0,0,1,2,0,2
55638012473,201701,1389.21,1,0,18,8,3,40
55638014972,201711,19.99,1,0,3,9,1,21
55638018514,201704,121.96,0,0,1,0,0,1
55638019032,201704,95.25,0,0,1,1,0,5
55638020144,201707,389.15,0,0,7,5,0,9
55638020292,201711,877.31,0,0,16,4,0,17
55638021077,201705,749,0,0,1,7,0,11
55638021123,201709,139,0,0,1,5,0,7
55638021970,201706,1219.74,1,0,27,1,0,12
55638022870,201711,89.97,1,0,1,3,0,4
55638023961,201711,178.96,0,0,5,0,0,0
55638024151,201706,299.27,0,0,1,6,0,7
55638024353,201711,44,0,0,3,4,0,9
55638029202,201706,87.1,0,0,2,2,0,2
55638029891,201705,127,0,0,1,0,0,0
55638031113,201705,325.93,1,0,10,6,0,23
55638032093,201707,408.92,0,1,5,3,0,11
55638032420,201709,587.59,1,0,18,5,1,20
55638037605,201707,18,0,0,1,1,0,1
55638038462,201701,452.13,1,0,10,3,0,10
55638039157,201707,2482.97,1,0,40,6,2,38
55638040315,201711,296,0,0,2,3,0,6
55638048034,201701,186.75,1,0,2,1,0,2
55638053391,201706,79.97,0,0,1,2,0,3
55638056055,201705,148.24,0,0,3,2,0,4
55638066687,201704,116.6,1,0,2,4,0,5
55638066791,201709,141.3,0,0,1,3,0,3
55638068364,201711,878.38,1,0,5,5,0,12
55638071773,201707,436.12,1,0,6,4,0,10
55638077713,201707,102.99,0,0,2,8,0,10
55638078567,201701,34.97,0,0,2,1,0,1
55638080863,201707,318.97,0,0,5,6,0,12
55638081345,201706,859.23,1,0,9,4,0,13
55638081943,201711,96,0,0,2,1,0,2
55638084463,201706,651.4,1,0,32,4,2,29
55638085305,201707,644.51,1,0,3,12,1,22
55638086252,201709,126,0,0,3,1,0,1
55638089817,201704,78,0,0,1,1,0,2
55638090493,201711,17.99,0,0,1,1,0,3
55638093113,201705,151.68,1,0,2,3,0,4
55638094622,201707,96.76,0,0,2,3,0,4
55638099393,201710,161.44,0,0,1,7,0,13
55638100017,201705,74.7,1,1,1,0,0,1
55638100334,201707,244.48,0,0,3,8,0,9
55638112665,201707,167.51,1,0,8,6,0,13
55638113013,201706,223.99,0,0,2,3,0,3
55638117020,201706,280.96,0,0,4,4,0,8
55638119066,201707,863.83,1,0,2,8,1,11
55638123195,201711,355.96,1,0,4,6,1,9
55638125085,201711,341.38,1,0,12,4,1,20
55638125467,201707,325.74,1,0,3,2,0,4
55638128192,201706,187.06,1,0,2,5,0,5
55638129766,201704,199.16,1,1,2,4,0,5
55638132173,201704,135,1,0,3,3,0,6
55638132375,201707,139.5,0,0,1,1,0,1
55638132566,201706,95.1,1,0,1,3,0,5
55638133242,201708,944.1,0,0,5,10,0,29
55638135381,201706,161.44,1,0,4,3,0,7
55638140013,201703,551.56,1,0,10,4,1,15
55638140431,201710,591.97,0,0,1,3,0,7
55638142592,201708,203.96,0,0,11,4,0,9
55638143041,201707,64,0,0,1,1,0,1
55638144457,201707,217,0,0,2,4,0,5
55638146620,201709,252,1,0,1,4,0,4
55638148813,201707,144.96,0,0,2,4,0,6
55638148835,201701,674.24,1,0,4,7,0,28
55638151387,201709,153.49,0,0,1,0,0,0
55638152027,201705,1027.54,1,1,22,8,3,34
55638154797,201701,308.87,1,0,3,6,0,13
55638162503,201708,235.48,1,0,6,0,0,0
55638163425,201704,333.93,1,0,4,2,0,8
55638165034,201710,36.75,0,0,1,1,0,3
55638170964,201703,36.99,0,0,1,4,0,6
55638180211,201709,145.98,1,0,2,3,1,3
55638185331,201705,341.96,0,0,8,2,0,5
55638185904,201708,354.36,0,0,13,1,0,4
55638189887,201701,639.46,1,0,6,4,0,10
55638194850,201708,199.97,0,0,7,6,1,17
55638203060,201711,74.98,1,0,2,0,0,1
55638203114,201704,293.39,1,0,1,6,0,7
55638203756,201705,374.99,0,0,3,1,0,3
55638206625,201708,332.49,1,0,6,1,0,2
55638208065,201708,123.95,0,0,3,2,0,5
55638211690,201707,159.96,1,0,5,6,0,11
55638215401,201705,262.95,0,0,2,5,0,7
55638217674,201702,1353.93,1,0,51,7,2,44
55638217854,201704,155,0,0,1,7,0,7
55638222735,201706,458.89,1,0,3,7,0,15
55638225990,201709,275.49,0,0,1,8,0,9
55638227325,201711,73.98,0,0,1,4,0,5
55638227620,201707,38,0,0,1,0,0,1
55638228001,201709,342.9,0,0,2,4,0,9
55638229262,201705,161.97,0,1,8,7,0,15
55638234190,201704,407.42,1,0,6,1,0,4
55638237982,201711,49,1,0,6,4,0,9
55638239421,201704,95,0,0,2,4,0,6
55638242481,201709,639.98,1,0,6,2,0,7
55638242683,201704,624,1,0,36,5,0,21
55638245620,201710,176.37,1,1,2,4,0,6
55638249307,201707,11,0,0,1,1,0,1
55638255902,201711,184,1,1,1,0,0,1
55638257184,201711,257.58,1,0,1,1,0,2
55638257915,201711,205.93,0,0,3,6,0,14
55638258714,201705,351.49,1,0,4,2,0,4
55638258884,201705,261.24,1,0,4,1,0,2
55638262201,201701,133,1,0,3,2,0,3
55638262980,201704,413.98,0,0,5,3,0,11
55638269716,201707,514.48,1,0,2,7,0,11
55638274857,201707,102.97,1,0,1,2,0,3
55638278334,201706,68.98,0,0,1,2,0,3
55638285286,201706,72.75,0,0,1,1,0,3
55638291373,201706,87,0,0,1,2,0,2
55638293490,201708,243.03,1,0,10,5,0,9
55638295863,201706,24.98,0,0,1,3,0,7
55638297360,201702,240.97,0,0,6,1,0,3
55638299597,201708,201.97,1,0,3,2,0,3
55638300552,201709,798.48,1,0,6,2,0,8
55638300642,201707,1485.32,1,0,14,6,1,30
55638301283,201708,747.71,1,0,2,6,0,18
55638304433,201703,260.1,0,0,1,7,0,7
55638310135,201709,171.78,1,0,4,1,0,3
55638310665,201707,147.58,1,0,2,3,0,4
55638311103,201708,32.5,0,0,1,3,0,4
55638311352,201706,96.49,1,0,3,4,0,7
55638315716,201703,566.62,1,0,9,7,0,23
55638316630,201701,222.31,1,0,6,3,0,9
55638321296,201709,616.43,1,0,5,0,0,0
55638322570,201706,49.99,1,0,4,4,0,8
55638326901,201703,323,1,0,2,1,0,2
55638328125,201705,2064.6,1,1,70,7,2,53
55638329331,201711,70.5,1,0,2,3,0,8
55638331657,201701,555.05,1,0,14,5,0,19
55638335167,201706,799.83,0,0,4,3,0,11
55638337961,201711,236.78,1,0,8,3,0,17
55638341276,201709,34,0,0,2,3,1,3
55638343742,201707,318.99,0,0,2,3,0,3
55638351075,201707,158.99,0,0,4,3,0,4
55638352887,201706,350.98,0,0,2,5,0,7
55638353080,201703,375.93,1,0,3,5,0,10
55638354982,201702,139.5,1,0,1,1,0,1
55638356364,201705,162.99,0,0,1,2,0,3
55638356746,201702,131.75,0,0,3,1,0,2
55638358027,201701,25,0,0,1,0,0,1
55638366297,201705,223.98,0,0,1,5,0,5
55638367762,201706,288.35,1,0,2,4,0,9
55638368255,201706,435.99,0,0,3,1,0,2
55638369111,201703,10,1,1,4,4,0,7
55638369775,201705,1257.31,1,0,21,4,0,20
55638371055,201707,105.44,0,0,1,7,0,9
55638375804,201701,187.99,1,0,5,6,0,10
55638376524,201708,239,0,0,1,5,0,7
55638377143,201702,139.23,0,0,2,2,0,4
55638380462,201709,319.97,1,0,3,7,0,12
55638382136,201709,101.48,1,1,5,1,0,3
55638385827,201709,39.98,0,0,5,1,0,2
55638385841,201703,94,1,0,2,0,0,0
55638386705,201709,219.48,0,0,3,3,0,9
55638388743,201704,32.5,0,0,2,2,0,2
55638389146,201708,106.46,0,0,1,7,0,9
55638390441,201708,402,1,0,3,7,0,9
55638392072,201703,620,0,0,4,2,0,4
55638400092,201707,203.75,0,0,3,4,0,11
55638405820,201710,196.97,0,0,6,3,0,5
55638405831,201701,29,0,0,2,0,0,1
55638407901,201707,279.5,1,0,1,4,0,6
55638408632,201710,434.87,0,0,4,0,0,0
55638412927,201703,129.57,1,0,1,2,0,2
55638419230,201702,80.75,0,0,2,2,0,3
55638422434,201707,269.61,1,1,2,5,0,8
55638428386,201707,188.99,0,0,2,2,0,2
55638438231,201706,267.95,0,0,2,5,0,9
55638441381,201706,139.5,0,0,1,1,0,1
55638444441,201701,308.4,1,0,3,2,0,5
55638445237,201707,236,0,0,1,3,0,5
55638463475,201709,209.98,0,0,2,1,0,1
55638469495,201707,71.49,0,0,1,1,0,3
55638483004,201702,143,0,0,1,3,0,9
55638540301,201704,300.98,0,0,1,3,0,5
55638545296,201704,315.75,0,0,2,6,0,6
55638548277,201705,271.99,1,0,4,5,0,10
55638548943,201703,47.25,1,0,1,3,0,3
55638551011,201705,105.24,0,0,6,3,0,4
55638552351,201704,15,1,0,1,1,0,3
55638554951,201702,213.96,1,0,7,1,0,2
55638557910,201704,132.3,1,0,1,1,0,6
55638558696,201711,358,0,0,2,3,0,5
55638561935,201708,99.99,0,0,2,1,0,1
55638562521,201710,684.4,1,0,10,2,0,5
55638566392,201710,960.76,1,0,13,4,0,26
55638567122,201704,117.98,0,0,2,4,0,4
55638567605,201711,63.99,0,0,2,3,0,6
55638570845,201706,1061.06,1,0,7,5,0,18
55638572522,201709,320.7,1,0,4,9,0,15
55638575741,201706,83.68,1,0,1,3,0,3
55638577426,201708,358.19,1,0,1,3,0,9
55638582783,201709,335.47,1,0,8,4,0,13
55638585346,201705,261.74,1,1,20,4,0,14
55638585403,201707,144.94,1,0,1,5,0,6
55638586271,201709,68.5,1,0,6,2,0,4
55638590681,201710,669.24,1,0,15,6,1,20
55638594212,201706,471.34,1,0,7,2,0,5
55638598782,201701,495.94,1,0,14,2,0,5
55638602153,201708,258.45,0,0,12,3,0,8
55638606597,201707,129.99,1,0,3,3,0,5
55638606733,201703,577.73,1,0,14,5,0,9
55638614710,201702,159.3,1,0,1,2,0,4
55638617465,201704,278.44,1,0,7,1,0,7
55638619603,201702,401.07,1,0,7,3,0,7
55638621233,201706,148.1,1,0,2,1,0,1
55638621637,201708,378.69,1,0,7,4,0,12
55638622144,201708,87.48,0,0,4,4,0,7
55638623710,201711,185.97,0,0,5,4,0,8
55638624711,201702,327.03,0,0,4,0,0,1
55638626410,201708,52.49,0,0,1,1,0,3
55638628906,201705,114,0,0,1,1,0,4
55638629132,201704,108.99,0,0,1,2,0,2
55638629662,201705,107,0,0,1,2,0,3
55638634183,201710,39,1,1,2,3,0,5
55638639551,201704,204.96,0,0,2,3,0,8
55638642935,201705,143.99,1,0,4,0,0,0
55638643046,201705,119.96,0,0,2,3,0,4
55638650246,201707,112,0,0,1,0,0,0
55638655863,201703,1116.47,1,0,5,3,0,6
55638667044,201705,117.35,0,0,1,4,0,6
55638667077,201711,120.46,0,0,1,2,0,3
55638680140,201704,406.47,0,0,2,1,0,2
55638682513,201706,461.97,0,0,2,7,0,7
55638685235,201711,122.85,1,0,2,3,0,5
55638690084,201701,1033.95,1,1,29,1,0,5
55638706824,201711,270.43,1,0,4,0,0,2
55638714045,201709,88.98,0,0,1,3,0,3
55638715136,201708,332.47,0,0,5,0,0,1
55638716205,201705,87.99,0,0,1,4,0,5
55638724565,201709,455,0,0,1,5,0,8
55638729775,201711,49,1,0,1,1,0,3
55638737392,201704,186,0,0,1,6,0,9
55638739891,201709,10,0,0,1,1,0,2
55638745366,201701,103,1,0,1,4,0,7
55638746897,201703,27.49,0,0,1,2,0,2
55638747313,201709,447.94,0,0,24,6,0,17
55638747483,201706,508.8,1,0,6,8,0,13
55638752014,201704,98,0,0,2,2,0,3
55638765324,201701,144.9,1,0,2,5,0,7
55638766091,201706,438.43,1,0,7,2,0,4
55638773943,201705,71,0,0,1,2,0,2
55638774537,201707,249.74,1,0,3,0,0,1
55638779037,201706,353.93,1,0,4,10,0,21
55638783821,201705,176,1,0,2,4,0,7
55638786983,201705,1163.96,1,0,13,4,1,16
55638788930,201706,101.85,1,0,7,4,0,9
55638795060,201704,1058.87,1,0,32,6,0,32
55638796306,201706,411.87,1,0,13,6,1,13
55638797174,201705,460.97,0,0,1,6,0,10
55638798557,201706,34.99,0,0,5,4,0,7
55638799954,201704,112,0,0,1,2,0,2
55638799965,201711,12.5,1,1,1,3,0,5
55638800492,201709,154.48,0,0,1,7,0,9
55638803077,201708,397.38,1,0,3,4,0,10
55638804452,201703,215.95,0,0,2,0,0,1
55638806591,201703,252.88,1,0,4,4,0,12
55638816941,201707,235,0,0,1,5,0,5
55638820764,201703,205.18,0,0,3,1,0,2
55638821022,201705,132.99,0,0,2,4,0,4
55638821181,201704,32.4,1,0,1,1,0,1
55638821981,201701,222.62,1,1,33,2,0,14
55638823240,201702,822.98,1,0,10,6,0,22
55638830754,201704,614.98,0,0,2,5,0,11
55638832677,201702,210.64,1,0,17,1,0,4
55638838372,201702,404.24,1,0,4,0,0,1
55638844593,201708,668.97,1,0,4,5,0,9
55638845954,201709,261.24,0,0,4,2,0,3
55638846472,201703,451.52,0,0,10,4,0,16
55638857395,201707,238.19,1,0,5,1,0,4
55638862434,201706,194.19,0,0,5,3,0,7
55638866427,201711,59,0,0,1,0,0,0
55638872651,201706,149.96,0,0,1,4,0,4
55638879096,201705,79,0,0,1,1,0,1
55638881211,201702,429.97,1,0,30,1,0,6
55638892912,201704,173.02,1,0,3,4,0,9
55638899133,201709,119,1,0,1,3,0,4
55638908842,201709,128.99,0,0,3,7,0,12
55638910032,201705,440.97,0,0,1,6,0,10
55638915220,201710,1059.46,1,0,18,5,0,23
55638919484,201710,123.39,1,0,4,5,0,10
55638922464,201701,107.47,0,1,10,6,0,15
55638923126,201701,143.44,0,0,6,6,1,13
55638926143,201704,108,0,0,1,2,0,3
55638935673,201707,86,0,0,2,2,0,3
55638939273,201709,408.93,0,0,10,8,0,15
55638941577,201709,42.49,0,0,1,1,0,1
55638942220,201704,79,1,0,2,3,0,5
55638943210,201705,205,1,0,2,4,0,8
55638945313,201705,662.96,1,0,7,4,0,11
55638951747,201702,892.44,1,0,8,9,1,22
55638956146,201704,142.98,0,0,1,3,0,5
55638956902,201709,82.94,1,0,5,1,0,4
55638957136,201706,608.4,1,0,5,6,0,18
55638957305,201706,285.3,0,0,8,1,0,3
55638958634,201711,96.47,0,0,2,1,0,3
55638964855,201709,231,0,0,1,3,0,3
55638967500,201711,137.18,1,0,2,3,0,7
55638968826,201708,93.99,0,0,2,2,0,3
55638970142,201710,39.98,0,0,1,1,0,2
55638975013,201707,92.92,1,0,1,3,1,3
55638975194,201704,94.01,1,0,2,0,0,0
